bin,subject,risk_seeking_lea,from_trial,to_trial,mean_asym_lea,mean_Rmean_lea,mean_P_lea,mean_R_lea,decodability_negative_PE,decodability_positive_PE,p_decod
0,219,-2.07269967712982,1,432,-0.553395678954587,2.73606916130105,-3.61074803800488,2.09747104867507,-0.0259461230925421,0.0850283812020116,0.754722814962008
1,219,-0.839767360260007,433,864,-0.0682847611812646,2.28135779503577,-2.36372550087799,2.22825916612185,0.0332276329653592,0.0922065675212938,0.754722814962008
2,219,2.54185262535603,865,1296,1.48487064277756,2.08565330689167,-1.01159537249477,4.36561710621117,-0.132758747978129,-0.0355679410161629,0.754722814962008
3,219,0.735480678700734,1297,1728,0.0332109301049751,2.57754081324958,-2.54276294575752,2.63469015447311,-0.100434615911367,-0.0419158947333266,0.754722814962008
4,219,-0.0594098907618496,1729,2160,-0.159421966057614,4.60684667480914,-5.0017489908759,4.25963683399283,-0.06537603923246,-0.0342729211119935,0.754722814962008
5,219,-0.410291800798681,2161,2592,0.841277973981134,1.90061081779518,-1.26734663755301,2.90029380654872,-0.0597303261083891,-0.160387119734602,0.754722814962008
6,219,0.0201276380657351,2593,3024,0.533493740488455,3.46911061510656,-2.69407986045885,4.50731179817408,-0.0511701595229859,-0.0188816116174554,0.754722814962008
7,219,0.807515197393119,3025,3456,0.636320440298053,2.91992810079949,-2.1456183748022,4.02327593404628,0.163016310587862,-0.0717593311680373,0.754722814962008
8,219,-0.721048578101411,3457,3888,0.431543812338642,3.1466485861195,-2.58255969505753,3.896797041787,-0.0766784152444205,-0.0314884526175122,0.754722814962008
0,220,0.446425175077016,1,432,0.73820927685729,1.42275266952083,-1.01870475898554,2.045809319456,-0.141252239641711,0.0551092430143158,0.718110561619877
1,220,1.53296343008023,433,864,-0.0913421568050182,2.65316473825734,-2.79405401655942,2.53824114955409,0.00506169546385734,-0.0474010044292572,0.718110561619877
2,220,0.530502966878469,865,1296,0.449865838802101,1.67741936487527,-1.35851614174766,2.1040937811773,-0.0819411810088178,-0.00345090387996612,0.718110561619877
3,220,0.688159347143835,1297,1728,0.591534381620364,1.81855417806931,-1.37460249731233,2.43891653798297,0.0354916660992768,0.0824545259571723,0.718110561619877
4,220,0.352721096091056,1729,2160,0.0729075303360034,0.831926710389508,-0.817226801140016,0.872730179622717,-0.0201351676501076,-0.0523616316293531,0.718110561619877
5,220,0.811398834298,2161,2592,1.19216902876733,1.07366150098878,-0.610351229946433,1.94661178572005,-0.069880334372986,0.102712780521562,0.718110561619877
6,220,1.06401357886886,2593,3024,0.199821976586253,1.14171684620832,-1.05327577568761,1.27019989399079,-0.11812071165082,-0.00112532506389773,0.718110561619877
7,220,-1.21870452268829,3025,3456,0.358587584460309,1.73190857185936,-1.47753905513224,2.07763515188744,0.188192004956508,0.0481012922806765,0.718110561619877
8,220,0.464394572336469,3457,3888,-0.17821847989816,0.836843661414285,-0.948835487312284,0.773987706946897,0.0705760201940613,0.0495079106218368,0.718110561619877
0,221,-2.8630130410263,1,432,0.0710576801853994,2.26681352021795,-2.19689126971414,2.3702116176994,-0.0597152081829306,0.0349317467735322,7.44422417403802e-06
1,221,2.51324574867831,433,864,0.310653617732461,2.4557741697316,-2.11264398569272,2.87842020534385,0.216941229075572,0.104369886611324,7.44422417403802e-06
2,221,0.134034930895976,865,1296,0.0977102579080841,2.48194177254966,-2.37181266620809,2.61995142610295,0.0459515000325405,0.176802002773566,7.44422417403802e-06
3,221,0.415400324390344,1297,1728,0.260092305524199,3.86814588750236,-3.40168064290742,4.41621131664013,0.196852982588531,0.110153479335846,7.44422417403802e-06
4,221,1.39376185623608,1729,2160,-0.265512937031105,2.78663741959596,-3.18644315211486,2.45407259334185,0.0412783214444934,0.0786927875568966,7.44422417403802e-06
