bin,subject,risk_seeking_lea,from_trial,to_trial,mean_asym_lea,mean_Rmean_lea,mean_P_lea,mean_R_lea,decodability_negative_PE,decodability_positive_PE,p_decod
0,219,-2.07269967712982,1,432,-0.553395678954587,2.73606916130105,-3.61074803800488,2.09747104867507,-0.104695640301079,0.0954342983496898,0.00845155364332511
1,219,-0.839767360260007,433,864,-0.0682847611812646,2.28135779503577,-2.36372550087799,2.22825916612185,0.201779111402147,-0.0343606780264155,0.00845155364332511
2,219,2.54185262535603,865,1296,1.48487064277756,2.08565330689167,-1.01159537249477,4.36561710621117,-0.148494231120599,0.0738006579012405,0.00845155364332511
3,219,0.735480678700734,1297,1728,0.0332109301049751,2.57754081324958,-2.54276294575752,2.63469015447311,-0.043458719668336,0.0172878135746562,0.00845155364332511
4,219,-0.0594098907618496,1729,2160,-0.159421966057614,4.60684667480914,-5.0017489908759,4.25963683399283,0.0140271235154405,0.115261535794555,0.00845155364332511
5,219,-0.410291800798681,2161,2592,0.841277973981134,1.90061081779518,-1.26734663755301,2.90029380654872,0.0826565084703473,0.0130233560137759,0.00845155364332511
6,219,0.0201276380657351,2593,3024,0.533493740488455,3.46911061510656,-2.69407986045885,4.50731179817408,0.0921009734312584,0.0592217922052344,0.00845155364332511
7,219,0.807515197393119,3025,3456,0.636320440298053,2.91992810079949,-2.1456183748022,4.02327593404628,-0.150560875289024,-0.20135775462113,0.00845155364332511
8,219,-0.721048578101411,3457,3888,0.431543812338642,3.1466485861195,-2.58255969505753,3.896797041787,-0.0965820585341567,-0.0359404768472421,0.00845155364332511
0,220,0.446425175077016,1,432,0.73820927685729,1.42275266952083,-1.01870475898554,2.045809319456,0.0160768317506008,-0.057531973557501,0.301880384321095
1,220,1.53296343008023,433,864,-0.0913421568050182,2.65316473825734,-2.79405401655942,2.53824114955409,0.177065376839228,-0.0943090099636135,0.301880384321095
2,220,0.530502966878469,865,1296,0.449865838802101,1.67741936487527,-1.35851614174766,2.1040937811773,-0.031919851192606,0.0506665156104659,0.301880384321095
3,220,0.688159347143835,1297,1728,0.591534381620364,1.81855417806931,-1.37460249731233,2.43891653798297,0.0563470306164613,-0.0488103414859398,0.301880384321095
4,220,0.352721096091056,1729,2160,0.0729075303360034,0.831926710389508,-0.817226801140016,0.872730179622717,0.0149195137898341,0.00551787446585915,0.301880384321095
5,220,0.811398834298,2161,2592,1.19216902876733,1.07366150098878,-0.610351229946433,1.94661178572005,0.0698095323120269,0.0783588346788216,0.301880384321095
6,220,1.06401357886886,2593,3024,0.199821976586253,1.14171684620832,-1.05327577568761,1.27019989399079,0.0849671818467933,0.0512057406646166,0.301880384321095
7,220,-1.21870452268829,3025,3456,0.358587584460309,1.73190857185936,-1.47753905513224,2.07763515188744,0.0410892785494825,0.0113995277681436,0.301880384321095
8,220,0.464394572336469,3457,3888,-0.17821847989816,0.836843661414285,-0.948835487312284,0.773987706946897,0.00026963079880344,-0.0016890532689784,0.301880384321095
0,221,-2.8630130410263,1,432,0.0710576801853994,2.26681352021795,-2.19689126971414,2.3702116176994,0.10970310579096,0.151110732607236,1.25538046179414e-06
1,221,2.51324574867831,433,864,0.310653617732461,2.4557741697316,-2.11264398569272,2.87842020534385,0.185179482222463,0.13559701876431,1.25538046179414e-06
2,221,0.134034930895976,865,1296,0.0977102579080841,2.48194177254966,-2.37181266620809,2.61995142610295,0.0492643390154322,0.135866013403065,1.25538046179414e-06
3,221,0.415400324390344,1297,1728,0.260092305524199,3.86814588750236,-3.40168064290742,4.41621131664013,0.0340172823110487,0.113291644006753,1.25538046179414e-06
4,221,1.39376185623608,1729,2160,-0.265512937031105,2.78663741959596,-3.18644315211486,2.45407259334185,0.0975831563947153,-0.00499068622396291,1.25538046179414e-06
5,221,-1.31789496272536,2161,2592,0.0685360902026629,5.18420384937598,-5.01356229221048,5.3778643241999,0.0362533305698806,0.0407051674743225,1.25538046179414e-06
6,221,-2.0462462086856,2593,3024,-0.344482785626264,3.56738917230715,-4.23979904806884,3.02286883133632,0.0677809813524775,0.0891674030240708,1.25538046179414e-06
7,221,0.202230451941616,3025,3456,-0.0795788123949824,4.17520415656557,-4.3525997916171,4.03259758517249,0.0253194163008626,0.0745818498893173,1.25538046179414e-06
8,221,-0.563608379098593,3457,3888,0.18059856859617,3.44622447646761,-3.1699445344111,3.78884430553736,0.0671578622995498,-0.0198964752964329,1.25538046179414e-06
0,222,2.08478119416391,1,432,0.287783285115115,3.14405166466955,-2.74514746177891,3.62494775722916,0.243430080473208,-0.0974734785024877,0.000987589245884158
1,222,-0.333714183423358,433,864,1.04775363526331,1.40307039262189,-0.851506634692429,2.36970146217102,0.0162008904910033,-0.0104054837162445,0.000987589245884158
2,222,0.625677735137614,865,1296,0.212896394040507,2.19697494341058,-1.98448829890581,2.45204436743668,0.112501161286272,-0.155934694728168,0.000987589245884158
3,222,-0.766035900665362,1297,1728,-0.144364732088372,0.870824776948403,-0.948469855304452,0.821263016850077,0.171816261443533,-0.130250988137049,0.000987589245884158
4,222,0.509794274313677,1729,2160,-0.221894077572781,2.20458487984764,-2.46867166120722,1.98612897626897,0.085666310876603,-0.0980770694177701,0.000987589245884158
5,222,0.504794728329617,2161,2592,0.283299159816459,3.35941989681017,-2.92448888809565,3.87743881865067,0.248280480855218,0.0782944890780967,0.000987589245884158
6,222,-0.948055699691577,2593,3024,0.172714269632463,2.90259851171223,-2.67544073634642,3.17444143344682,0.0564076685837218,0.175454053066717,0.000987589245884158
